Gene Name,Coverage (%),Mean Expression,Total Expression,RSP Area
Map3k3,3.0335097001763667,0.0328042328042328,93,23.128686213405807
Map3k4,0.9171075837742505,0.009523809523809525,27,47.41513432426154
Map3k5,1.869488536155203,0.01869488536155203,53,13.836955194608473
Map3k6,0.3527336860670194,0.003527336860670194,10,42401.99874771309
Map3k7,2.0811287477954146,0.020811287477954146,59,6.868699244874204
Map3k8,2.9629629629629632,0.030335097001763667,86,105.5028794230894
Map3k9,1.199294532627866,0.01199294532627866,34,22.76546646363755
Map4,2.821869488536155,0.02962962962962963,84,2.486086447002421
Map4k1,3.2098765432098766,0.036331569664902995,103,311.08525069874383
Map4k2,3.492063492063492,0.036331569664902995,103,13.40996152719235
Map4k3,2.9629629629629632,0.031746031746031744,90,1.931596770773933
Map4k4,2.18694885361552,0.022222222222222223,63,69.99134503073924
Map4k5,2.2222222222222223,0.022222222222222223,63,65.3884918165703
Map6,0.5643738977072311,0.005643738977072311,16,2133.7566529736137
Map7,2.4691358024691357,0.025396825396825397,72,4.13551264641326
Map7d1,4.1269841269841265,0.04409171075837742,125,3.1204670746009078
Map9,0.3880070546737213,0.0038800705467372134,11,142.3241539847841
Mapk1,9.559082892416226,0.10793650793650794,306,0.5159179397456481
Mapk11,0.3880070546737213,0.0038800705467372134,11,860.0552352126233
Mapk12,1.4462081128747795,0.014462081128747795,41,18.94138567194299
Mapk13,3.562610229276896,0.03738977072310406,106,1.3636730767132954
Mapk14,3.950617283950617,0.04162257495590829,118,57.18248730930963
Mapk1ip1,1.9047619047619049,0.01904761904761905,54,22.422448446928968
Mapk1ip1l,3.1393298059964727,0.03350970017636684,95,0.8581149359091786
Mapk3,10.934744268077601,0.12204585537918872,346,0.4972667165966203
Mapk6,2.6807760141093473,0.027160493827160494,77,8.313119929290117
Mapk7,1.3756613756613756,0.013756613756613757,39,498.9035839210362
Mapk8,1.2698412698412698,0.013403880070546737,38,12.70980370581724
Mapk8ip1,0.7407407407407408,0.007760141093474427,22,120.74431898943251
